id,tipo_area,dettaglio,ora_inizio,ora_fine,disposizio,posti,municipio,longitudine,latitudine
6622,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1972455,45.452126
6626,carico scarico merci,merci,08:00:00,20:00:00,linea,6,3,9.2139787,45.4682866
6634,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2166367,45.4684881
6675,carico scarico merci,merci,08:00:00,20:00:00,linea,4,4,9.2164408,45.4673684
6677,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1734808,45.4836861
6679,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2159553,45.467259
6693,carico scarico merci,merci,08:00:00,20:00:00,linea,3,4,9.2063734,45.4542366
6749,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2039384,45.4513713
6765,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2111922,45.4672397
6774,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.1449379,45.4751632
6799,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2125658,45.4675768
6802,carico scarico merci,merci,10:00:00,12:30:00,linea,2,8,9.1731973,45.4820654
6829,carico scarico merci,merci,08:00:00,20:00:00,linea,4,3,9.209645,45.4810722
6842,carico scarico merci,merci,08:00:00,20:00:00,linea,3,4,9.2123074,45.4661742
6880,carico scarico merci,merci,08:00:00,20:00:00,linea,3,4,9.2103387,45.4660054
6923,carico scarico merci,merci,10:00:00,12:30:00,linea,2,8,9.1772459,45.4818761
6959,carico scarico merci,merci,08:00:00,20:00:00,linea,3,4,9.2237231,45.4559799
7002,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2111637,45.4685434
7013,carico scarico merci,30 min,08:00:00,20:00:00,linea,2,6,9.1537434,45.4549962
7019,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1645152,45.4677312
7023,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1639132,45.4676788
7034,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1625173,45.4677853
7045,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2101412,45.4806322
7067,carico scarico merci,merci,08:00:00,20:00:00,linea,1,3,9.2093423,45.4807649
7069,carico scarico merci,,08:00:00,20:00:00,linea,2,1,9.1654833,45.4668473
7071,carico scarico merci,merci,08:00:00,20:00:00,linea,1,5,9.1819318,45.4516964
7076,carico scarico merci,merci,08:00:00,20:00:00,linea,2,5,9.1820551,45.4508108
7122,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2140447,45.4816036
7136,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.1530865,45.4583615
7183,carico scarico merci,30 min,08:00:00,20:00:00,pettine,1,3,9.2132629,45.480313
7187,carico scarico merci,hotel,08:00:00,20:00:00,pettine,1,3,9.2133486,45.4803149
7191,carico scarico merci,,08:00:00,20:00:00,linea,2,4,9.2090897,45.4589316
7208,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1457494,45.4703621
7229,carico scarico merci,merci,08:00:00,20:00:00,linea,3,9,9.1867322,45.4951426
7249,carico scarico merci,merci,08:00:00,20:00:00,pettine,1,7,9.1479916,45.4733752
7250,carico scarico merci,merci,08:00:00,20:00:00,linea,3,9,9.1862075,45.4958999
7302,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2116914,45.4496073
7328,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2107523,45.4484524
7382,carico scarico merci,merci,08:00:00,20:00:00,linea,3,5,9.1995634,45.4467167
7424,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.1488245,45.4667498
7438,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2070956,45.4690353
7449,carico scarico merci,,08:00:00,20:00:00,linea,2,7,9.1510899,45.4676249
7461,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1521456,45.4676716
7463,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2069997,45.4699168
7468,carico scarico merci,,08:00:00,20:00:00,linea,2,7,9.1524663,45.4675737
7481,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2072335,45.4707873
7497,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2068756,45.4709607
7518,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2084726,45.4720543
7529,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.2063462,45.4735076
7532,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.2063879,45.4730486
7544,carico scarico merci,merci,08:00:00,20:00:00,linea,3,1,9.2065331,45.4715045
7551,carico scarico merci,merci,10:00:00,12:30:00,linea,4,1,9.1801433,45.4803874
7579,carico scarico merci,merci,08:00:00,20:00:00,linea,1,1,9.2067235,45.4695604
7591,carico scarico merci,30 min,08:00:00,20:00:00,linea,2,1,9.206739,45.4693621
7605,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.2067868,45.4688335
7619,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2073017,45.4756602
7643,carico scarico merci,merci,08:00:00,20:00:00,linea,3,1,9.2062909,45.4671312
7649,carico scarico merci,merci,08:00:00,20:00:00,linea,3,1,9.2069543,45.4670298
7687,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1565817,45.4599683
7703,carico scarico merci,merci,08:00:00,19:30:00,linea,3,9,9.1878736,45.4916459
7724,carico scarico merci,merci,08:00:00,19:30:00,linea,2,9,9.1876869,45.4921236
7801,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2153058,45.4782066
7810,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1455141,45.4719816
7866,carico scarico merci,merci,08:00:00,20:00:00,linea,1,1,9.1681678,45.459373
7877,carico scarico merci,merci,08:00:00,20:00:00,spina,2,8,9.1498669,45.4890213
7878,carico scarico merci,merci,08:00:00,20:00:00,spina,2,8,9.1498943,45.4889824
7882,carico scarico merci,30 min,08:00:00,20:00:00,linea,2,1,9.1659277,45.4602611
7886,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1670038,45.4596365
7897,carico scarico merci,merci,08:00:00,20:00:00,spina,2,8,9.1519228,45.4902904
7898,carico scarico merci,merci,08:00:00,20:00:00,spina,3,8,9.1519168,45.490344
7905,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1645133,45.4604277
7926,carico scarico merci,merci,08:00:00,20:00:00,linea,3,8,9.18132,45.4831714
7938,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2101892,45.4667057
7982,carico scarico merci,merci,08:00:00,20:00:00,linea,1,7,9.1626049,45.4616665
7985,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.1645855,45.4662622
7988,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1631294,45.4664544
7991,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1632613,45.467385
8004,carico scarico merci,,08:00:00,20:00:00,linea,2,7,9.1596699,45.4669498
8012,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2108673,45.4821161
8025,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2152033,45.4835811
8059,carico scarico merci,merci,08:00:00,20:00:00,linea,3,9,9.1860245,45.4942644
8077,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2090234,45.4855837
8098,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2041435,45.4796532
8122,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1860255,45.4945122
8132,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.185092,45.4942328
8143,carico scarico merci,merci,08:00:00,20:00:00,linea,5,9,9.1847326,45.4934012
8152,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.185044,45.493609
8158,carico scarico merci,,08:00:00,20:00:00,linea,1,3,9.2045885,45.4795364
8164,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2056332,45.4790304
8172,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2076766,45.4780422
8184,carico scarico merci,merci,08:00:00,20:00:00,pettine,3,9,9.1831084,45.4934846
8204,carico scarico merci,merci,08:00:00,20:00:00,linea,4,9,9.184257,45.4922866
8241,carico scarico merci,,08:00:00,20:00:00,linea,1,9,9.1842552,45.4986575
8244,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1838604,45.4992203
8251,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.202841,45.4791337
8256,carico scarico merci,merci,08:00:00,20:00:00,linea,4,2,9.2017622,45.4796278
8268,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.200408,45.4801681
8287,carico scarico merci,,08:00:00,20:00:00,linea,3,3,9.2058872,45.4776693
8305,carico scarico merci,merci,07:00:00,20:00:00,linea,2,3,9.2047111,45.4782809
8327,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1862669,45.4985701
8348,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2086739,45.4794577
8350,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1884194,45.4861003
8365,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2065709,45.4804904
8367,carico scarico merci,merci,08:00:00,20:00:00,linea,4,1,9.1818306,45.452882
8383,carico scarico merci,,08:00:00,20:00:00,linea,5,4,9.2254745,45.4622382
8393,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2273459,45.4641357
8394,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2266946,45.4644163
8422,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2257178,45.4667786
8462,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2274705,45.4699053
8464,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2274693,45.470217
8489,carico scarico merci,merci,08:00:00,20:00:00,linea,1,3,9.2186467,45.4802427
8523,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1824712,45.4941185
8526,carico scarico merci,merci,08:00:00,20:00:00,linea,1,3,9.2093738,45.4826153
8548,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1549534,45.4677733
8566,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1538173,45.4673203
8576,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1523768,45.4669689
8583,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1519884,45.4667476
8598,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.1510133,45.4665602
8614,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2054767,45.4782996
8623,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.1531112,45.4669798
8626,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.1599319,45.4561476
8641,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2081739,45.4795898
8652,carico scarico merci,merci,08:00:00,20:00:00,linea,3,6,9.1635944,45.4571966
8661,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1598277,45.4664811
8692,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2063246,45.4776549
8711,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2194062,45.4761152
8713,carico scarico merci,merci,08:00:00,20:00:00,linea,1,3,9.2050432,45.4762369
8717,carico scarico merci,,08:00:00,20:00:00,linea,2,3,9.2044684,45.4754821
8747,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2055997,45.4765674
8752,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2050966,45.4767176
8816,carico scarico merci,,08:00:00,20:00:00,linea,1,3,9.2043684,45.4760667
8821,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2049512,45.4758734
8825,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.205687,45.4754597
8834,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1931065,45.4963282
8862,carico scarico merci,merci,08:00:00,20:00:00,spina,3,3,9.2026644,45.4759405
8917,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2083303,45.4725093
8928,carico scarico merci,30 min,08:00:00,20:00:00,linea,3,3,9.2077659,45.474116
8933,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1788349,45.4987205
8937,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2076135,45.4740618
8966,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.178835,45.5002054
9011,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1782175,45.5017338
9040,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2024227,45.4812409
9043,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2021241,45.4809467
9045,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2017979,45.4806249
9050,carico scarico merci,,08:00:00,20:00:00,linea,5,2,9.2013016,45.4800343
9056,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2006019,45.4791135
9100,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2029249,45.4767283
9106,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2041602,45.4772255
9145,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2073279,45.4666931
9147,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2072751,45.4672367
9197,carico scarico merci,merci,08:00:00,20:00:00,linea,2,5,9.1805252,45.4462859
9207,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1586401,45.4871897
9255,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2026809,45.4959398
9287,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1608714,45.4882561
9301,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.208447,45.4941436
9373,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2068685,45.4933623
9385,carico scarico merci,hotel,08:00:00,20:00:00,linea,1,2,9.2065509,45.4925106
9398,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2052193,45.4928517
9400,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2211368,45.4809612
9411,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.205292,45.4946475
9415,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2038735,45.4804228
9438,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2155491,45.4866616
9457,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2049494,45.4791563
9467,carico scarico merci,merci,08:00:00,21:00:00,linea,2,2,9.2057787,45.4937978
9481,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.203221,45.4772422
9488,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2024373,45.4763746
9517,carico scarico merci,merci,10:00:00,12:30:00,linea,1,8,9.1750833,45.4836175
9553,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1495174,45.4662498
9604,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2212383,45.4765233
9647,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2232828,45.4776429
9672,carico scarico merci,merci,08:00:00,20:00:00,linea,4,5,9.1788653,45.4379765
9708,carico scarico merci,merci,08:00:00,20:00:00,linea,2,5,9.1824417,45.4392749
9756,carico scarico merci,merci,08:00:00,14:00:00,linea,1,5,9.1841876,45.4392782
9914,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2155328,45.4942395
9929,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2130644,45.4923613
9957,carico scarico merci,valori,08:00:00,20:00:00,linea,1,2,9.2161793,45.4881067
9981,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2171324,45.487199
9989,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.217476,45.4883315
9992,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2177273,45.4891625
10009,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.132466,45.4689519
10022,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2174683,45.4891726
10023,carico scarico merci,merci,08:00:00,20:00:00,linea,4,7,9.1304694,45.4682191
10030,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2172451,45.488432
10034,carico scarico merci,merci,08:00:00,20:00:00,linea,1,2,9.2170556,45.4877912
10039,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2169454,45.4874504
10057,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1284167,45.4663696
10105,carico scarico merci,merci,08:00:00,20:00:00,linea,1,2,9.2135485,45.4904045
10106,carico scarico merci,merci,08:00:00,20:00:00,linea,1,2,9.2135895,45.4903226
10108,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.21401,45.4897453
10123,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2156889,45.4912037
10136,carico scarico merci,merci,08:00:00,20:00:00,linea,4,2,9.2129409,45.4896195
10150,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2121394,45.4889268
10202,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.1308753,45.4703125
10207,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1321033,45.4693796
10217,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.131621,45.4699967
10238,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1056488,45.4707507
10303,carico scarico merci,merci,10:00:00,12:30:00,linea,4,1,9.179765,45.4805633
10307,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.1530861,45.4519775
10353,carico scarico merci,merci,08:00:00,20:00:00,linea,3,6,9.1681541,45.4505549
10377,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2158605,45.4958424
10381,carico scarico merci,merci,07:00:00,20:00:00,linea,2,2,9.2175313,45.4957768
10386,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2169659,45.4944901
10401,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2170327,45.4922202
10402,carico scarico merci,,08:00:00,20:00:00,linea,3,2,9.2168733,45.4917475
10408,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2159411,45.4915711
10411,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2162817,45.492114
10412,carico scarico merci,,08:00:00,20:00:00,linea,1,2,9.2164786,45.4926831
10417,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2162231,45.4932047
10420,carico scarico merci,merci,08:00:00,16:00:00,linea,2,2,9.214485,45.4931506
10422,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2140522,45.4931559
10427,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2132473,45.4928706
10454,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2192374,45.4858589
10463,carico scarico merci,merci,08:00:00,20:00:00,spina,3,3,9.2193683,45.4850884
10483,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2210718,45.4845185
10504,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2254163,45.4852213
10541,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1922354,45.4779808
10577,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2237248,45.4820105
10654,carico scarico merci,merci,08:00:00,20:00:00,linea,4,6,9.1488303,45.4585512
10682,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2202581,45.4858457
10687,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2212488,45.4839281
10736,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2277357,45.4859981
10790,carico scarico merci,merci,08:00:00,20:00:00,linea,1,6,9.1464615,45.4591538
10881,carico scarico merci,merci,08:00:00,20:00:00,linea,3,1,9.1939005,45.4772313
10900,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1919948,45.4768683
10903,carico scarico merci,merci,08:00:00,20:00:00,linea,3,1,9.1921102,45.4774119
10915,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1502157,45.4661813
10919,carico scarico merci,merci,08:00:00,20:00:00,linea,3,7,9.1504637,45.4689465
10927,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1949537,45.4760763
10931,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1956673,45.4768499
10939,carico scarico merci,merci,08:00:00,20:00:00,linea,4,1,9.1967478,45.4769117
10968,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2033183,45.4757658
10979,carico scarico merci,,08:00:00,20:00:00,linea,3,7,9.1603739,45.4677476
11013,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2284646,45.462447
11023,carico scarico merci,,08:00:00,20:00:00,linea,2,4,9.232751,45.4619963
11038,carico scarico merci,,08:00:00,20:00:00,linea,2,4,9.2282625,45.462069
11046,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2303113,45.463568
11070,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2301273,45.4646886
11078,carico scarico merci,merci,08:00:00,20:00:00,linea,4,4,9.2302922,45.4650591
11093,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2302732,45.4658619
11115,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2341574,45.4634982
11127,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2324427,45.4641253
11139,carico scarico merci,hotel,08:00:00,20:00:00,linea,2,8,9.1522857,45.4899216
11142,carico scarico merci,hotel,08:00:00,20:00:00,linea,2,8,9.1529312,45.4904195
11149,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1522607,45.4910525
11151,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1516381,45.491402
11158,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2185475,45.4917582
11160,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2188223,45.4926869
11161,carico scarico merci,merci,08:00:00,20:00:00,linea,5,2,9.2190108,45.493291
11166,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2193956,45.4946336
11170,carico scarico merci,merci,08:00:00,20:00:00,linea,5,2,9.2199314,45.4964074
11175,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2187148,45.4932996
11177,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2186122,45.4928916
11179,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2183162,45.4919774
11192,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2194366,45.4909296
11194,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.219926,45.4905258
11204,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2201551,45.4926562
11211,carico scarico merci,merci,08:00:00,20:00:00,spina,1,8,9.1528063,45.4908722
11212,carico scarico merci,merci,08:00:00,20:00:00,spina,1,8,9.1528311,45.490947
11215,carico scarico merci,merci,08:00:00,20:00:00,spina,3,8,9.1530584,45.4910412
11216,carico scarico merci,merci,08:00:00,20:00:00,spina,2,8,9.15304,45.4910881
11218,carico scarico merci,,08:00:00,20:00:00,linea,1,8,9.1481612,45.4917938
11235,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1457166,45.4909348
11262,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1497092,45.4905233
11295,carico scarico merci,,08:00:00,20:00:00,linea,3,2,9.2224456,45.496306
11307,carico scarico merci,,08:00:00,20:00:00,linea,3,2,9.2212382,45.493321
11317,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.219409,45.4931073
11341,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2230494,45.4916118
11346,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2227667,45.491932
11358,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2235624,45.4902818
11360,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2250594,45.4908515
11361,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2276882,45.49188
11364,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.227039,45.4933378
11365,carico scarico merci,merci,08:00:00,20:00:00,linea,1,2,9.2260351,45.4932672
11367,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.225864,45.4929975
11369,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2252987,45.4925413
11373,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2242403,45.4917443
11376,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2234559,45.4911487
11380,carico scarico merci,merci,08:00:00,20:00:00,linea,2,8,9.1425961,45.4861771
11411,carico scarico merci,merci,08:00:00,20:00:00,linea,2,7,9.1424955,45.47269
11436,carico scarico merci,30 min,08:00:00,20:00:00,linea,3,7,9.144105,45.4724987
11447,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1975876,45.4550679
11462,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2280647,45.4946315
11468,carico scarico merci,merci,08:00:00,20:00:00,linea,2,4,9.2182058,45.4510443
11470,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2278786,45.493595
11485,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.226532,45.4920915
11496,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1842907,45.480362
11501,carico scarico merci,merci,08:00:00,20:00:00,linea,3,2,9.2225066,45.4904617
11510,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2205084,45.4906828
11518,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2212078,45.4894539
11522,carico scarico merci,merci,08:00:00,20:00:00,linea,2,2,9.2208495,45.4892051
11524,carico scarico merci,merci,08:00:00,20:00:00,spina,6,2,9.2187565,45.4876187
11527,carico scarico merci,,08:00:00,20:00:00,linea,2,2,9.2188707,45.4871653
11532,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.2192292,45.4861558
11540,carico scarico merci,merci,08:00:00,11:00:00,linea,2,2,9.2183429,45.4865654
11541,carico scarico merci,merci,08:00:00,11:00:00,linea,2,2,9.218512,45.4866464
11601,carico scarico merci,merci,08:00:00,20:00:00,linea,2,3,9.225468,45.4867983
11620,carico scarico merci,,08:00:00,20:00:00,linea,3,3,9.2288428,45.486434
11625,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2298263,45.4868886
11629,carico scarico merci,merci,08:00:00,20:00:00,linea,2,5,9.177894,45.4362011
11650,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.1446945,45.4485631
11678,carico scarico merci,merci,08:00:00,20:00:00,linea,2,5,9.1782289,45.4362848
11684,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.1503648,45.4507167
11736,carico scarico merci,merci,08:00:00,20:00:00,linea,3,1,9.1844031,45.479285
11739,carico scarico merci,merci,08:00:00,20:00:00,linea,5,1,9.1844545,45.4783321
11742,carico scarico merci,merci,08:00:00,20:00:00,linea,3,1,9.1840441,45.4789787
11745,carico scarico merci,merci,08:00:00,20:00:00,linea,2,1,9.1834451,45.4797902
11748,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.150721,45.4512133
11753,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.1473427,45.4501196
11818,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1971359,45.5008319
11823,carico scarico merci,merci,08:00:00,20:00:00,linea,2,9,9.1966397,45.4999594
11861,carico scarico merci,merci,08:00:00,20:00:00,linea,3,3,9.2252675,45.4900859
11922,carico scarico merci,merci,08:00:00,20:00:00,linea,2,6,9.1416441,45.4485132
